,id,label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year
16783,16783,0,evaluating top-k selection queries,"s chaudhuri , l gravano",vldb,1999,supporting top-k join queries in relational databases,"if ilyas , wg aref , ak elmagarmid","the vldb journal ,",2004.0
16784,16784,0,declarative updates of relational databases,w chen,acm trans . database syst .,1995,estimation of count queries in relational databases,"wc hou , g ozsoyoglu , e dogdu","acm sigmod conference , may ,",
16785,16785,0,statistical synopses for graph-structured xml databases,"n polyzotis , m garofalakis",sigmod conference,2002,structure and value synopses for xml data graphs,"n polyzotis , mn garofalakis","vldb ,",2002.0
16786,16786,0,database systems management and oracle8,c doherty,sigmod conference,1998,multimedia database management systems,b prabhakaran,,
16787,16787,0,toward learning based web query processing,"y diao , h lu , s chen , z tian",vldb,2000,multiple query processing,tk sellis,"acm transactions on database systems ,",
16788,16788,1,on-line warehouse view maintenance,"d quass , j widom",sigmod conference,1997,on-line warehouse view maintenance for batch updates,"d quass , j widom","the acm sigmod conf ,",
16789,16789,0,the aqua approximate query answering system,"s acharya , p gibbons , v poosala , s ramaswamy",sigmod conference,1999,approximate query answering using histograms,"v poosala , v ganti , ye ioannidis",,
16790,16790,0,a scalable and highly available networked database architecture,"r bamford , r ahad , a pruscino",vldb,1999,a scalable architecture for autonomous heterogeneous database interactions,"s milliner , a bouguettaya , mp papazoglou","proceedings of the 21th international conference on very & hellip ; ,",1995.0
16791,16791,0,optimization of queries with user-defined predicates,"s chaudhuri , k shim",vldb,1996,stream processing of xpath queries with predicates,"ak gupta , d suciu","sigmod conference ,",2003.0
16792,16792,0,chair s message,,,1997,head/director s message,rdae status,,
16793,16793,0,highly concurrent cache consistency for indices in client-server database systems,"m zaharioudakis , m carey",sigmod conference,1997,a system level concurrency control for distributed database systems,"dj rozenkrantz , re stearns , pm lewis","acm trans on database systems ,",
16794,16794,0,distributing queries over low-power wireless sensor networks,"s madden , j hellerstein",sigmod conference,2002,efficient code distribution in wireless sensor networks,"n reijers , k langendoen","proceedings of the 2nd acm international conference on & hellip ; ,",2003.0
16795,16795,0,starts : stanford proposal for internet meta-searching ( experience paper ),"l gravano , k chang , h garcia-molina , a paepcke",sigmod conference,1997,"h , lagoze c , paepcke a. starts stanford protocol proposal for internet retrieval and search",glck garcia-molina,"proc . of the 1997 acm sigmod international conference on & hellip ; ,",
16796,16796,0,exact : an extensible approach to active object-oriented databases,"o dэaz , a jaime",vldb j.,1997,rule management in object oriented databases : a uniform approach,"o dä ± az , nw paton , p gray",proc . of,
16797,16797,1,self-organizing data sharing communities with sagres,"z ives , a levy , j madhavan , r pottinger , s saroiu , i tatarinov , s betzler , q chen , e jaslikowska , j su , w yeung",sigmod conference,2000,self-organizing data sharing communities with sagres : system demonstration,"z ives , a levy , j madhavan , r pottinger , s saroiu ,","proc . of sigmod , page ,",
16798,16798,0,xpathlearner : an on-line self-tuning markov histogram for xml path selectivity estimation,"l lim , m wang , s padmanabhan , j vitter , r parr",vldb,2002,bloom histogram : path selectivity estimation for xml data with updates,w wang,"proceedings of the international conference on very large & hellip ; ,",2004.0
16799,16799,1,amalgamating knowledge bases,v subrahmanian,acm trans . database syst .,1994,"amalgamating knowledge bases , ii : distributed mediators","s adali , vs subrahmanian",,
16800,16800,0,unisql s next-generation object-relational database management system,"a dandrea , p janus",sigmod record,1996,the cedar database management system,m brownâ ? ¦,"proc . 1981 acmsigmod conference on management of data , ann & hellip ; ,",
16801,16801,1,implementing data cubes efficiently,"v harinarayan , a rajaraman , j ullman",sigmod conference,1996,implementing data cubes effectively,"v harinarayan , jd ullman , r rajaraman","proc . 1996 acm-sigmod int . conf . manament of data june ,",
16802,16802,0,semistructured und structured data in the web : going back and forth,"p atzeni , g mecca , p merialdo",sigmod record,1997,data on the web : from relations to semistructured data and xml,s abiteboul,,1999.0
16803,16803,0,algorithms for mining association rules for binary segmentations of huge categorical databases,"y morimoto , t fukuda , h matsuzawa , t tokuyama , k yoda",vldb,1998,fastalgorithmsformining association rules,rar srikant,"proc . of the vldb conference , santiago , chile , september ,",
16804,16804,0,efficient algorithms for mining outliers from large data sets,"s ramaswamy , r rastogi , k shim",sigmod conference,2000,algorithms for mining distance based outliers in large databases,"e knorr , r ng","proceedings of vldb , new york ,",
16805,16805,0,index configuration in object-oriented databases,e bertino,vldb j.,1994,a taxonomy for object-oriented secure databases,"m olivier , s von solms","acm tods ,",
16806,16806,0,editor s notes,,,2001,editors  notes,"n van note chism , dj bickford","new directions for teaching and learning ,",
16807,16807,0,multiple-view self-maintenance in data warehousing environments,n huyn,vldb,1997,view maintenance in a warehouse environment,"y zhuge , h garcia-molina , jl wiener","acm sigmod int . conf . on management of data ,",
16808,16808,1,predator : a resource for database research,p seshadri,sigmod record,1998,"bpredator : a resource for database research , â ?? â ??",p seshadri,sigmod,
16809,16809,0,the impact of global clustering on spatial database systems,"t brinkhoff , h kriegel",vldb,1994,special issue on spatial database systems,hj schek,"the vldb journalâ ?? the international journal on very large & hellip ; ,",1994.0
16810,16810,1,offering a precision-performance tradeoff for aggregation queries over replicated data,"c olston , j widom",vldb,2000,offering a precision-performance tradeoff for aggregation queries over replicated data twenty-sixty,"c olston , j widom","cairo , egypt , september ,",
16811,16811,0,algorithms for mining distance-based outliers in large datasets,"e knorr , r ng",vldb,1998,parallel algorithm for mining outliers in large database,e hung,,
16812,16812,0,editor s notes,,,2001,editor s notes,sb merriam,"new directions for adult and continuing education ,",
16813,16813,0,semantic assumptions and query evaluation in temporal databases,"c bettini , x wang , e bertino , s jajodia",sigmod conference,1995,error-constrained count query evaluation in relational databases,"wc hou , g ozsoyoglu , e dogdu","proceedings of the 1991 acm sigmod international conference & hellip ; ,",1991.0
16814,16814,1,xperanto : middleware for publishing object-relational data as xml documents,"m carey , j kiernan , j shanmugasundaram , e shekita , s subramanian",vldb,2000,xperanto : a middleware for publishing object-relational data as xml documents,"jsess subramanian , m carey , j kiernan","proceedings of the 26th vldb conference , cairo , egypt ,",
16815,16815,0,quasi-cubes : exploiting approximations in multidimensional databases,"d barbarс , m sullivan",sigmod record,1997,a fondationfor multidimensional databases,"m gyssens , l lakshmanan",proceedings of the 23rd vldb,
16816,16816,0,sequence query processing,"p seshadri , m livny , r ramakrishnan",sigmod conference,1994,knowledge bassed query processing,"mm hanuner , sb zdonik",proceedings of the 6th vldb conference,
16817,16817,1,foundations of statistical natural language processing - book review,,,2002,foundations of statistical natural language processing,g weikum,"acm sigmod record ,",2002.0
16818,16818,1,the asilomar report on database research,"p bernstein , m brodie , s ceri , d dewitt , m franklin , h garcia-molina , j gray , g held , j hellerstein , h jagadish , m lesk , d maier , j naughton , h pirahesh , m stonebraker , j ullman",sigmod record,1998,"stone braker m , ullman jd . the asilomar repo rt on database research","p bernstein , ml brodie , s ceri , dj dewitt , mj","sigmod record ,",
16819,16819,0,algorithms for mining association rules for binary segmentations of huge categorical databases,"y morimoto , t fukuda , h matsuzawa , t tokuyama , k yoda",vldb,1998,an effective algorithm for mining association rules in large databases,"a savasere , e omiecinski , s navathe","proceedings of 21st international conference on very large & hellip ; ,",
16820,16820,1,mining quantitative association rules in large relational tables,"r srikant , r agrawal",sigmod conference,1996,mining quantitative association rules from large databases,"r mrikant , r agrawal","ins proceedings of acm sigmod international conference on & hellip ; ,",
16821,16821,0,semantic caching of web queries,"b chidlovskii , u borghoff",vldb j.,2000,semantic complexity of classes of relational queries,s roy,proc .,
16822,16822,0,locking protocols for materialized aggregate join views,"g luo , j naughton , c ellmann , m watzke",vldb,2003,on the content of materialized aggregate views,"s grumbach , l tininini",,
16823,16823,0,sampling large databases for association rules,h toivonen,vldb,1996,"wong . m , â ?? mining fuzzy association rules in databases , â ??","c kuok , a fu","sigmod record-quarterly publication of thespecial interest & hellip ; ,",
16824,16824,0,the impact of technology on commercial transaction processing,e cobb,vldb j.,1997,the impact of information technology on transaction and coordination cost,"a cordella , ka simon",,
16825,16825,0,implementation of two semantic query optimization techniques in db2 universal database,"q cheng , j gryz , f koo , t leung , l liu , x qian , k schiefer",vldb,1999,query rewrite optimization rules in ibm db2 universal database,"ty leung , h pirahesh , p seshadri",,
16826,16826,0,on supporting containment queries in relational database management systems,"c zhang , j naughton , d dewitt , q luo , g lohman",sigmod conference,2001,xml and relational database management systems : the inside story,"m rys , d chamberlin , d florescu","proceedings of the 2005 acm sigmod international conference & hellip ; ,",2005.0
16827,16827,0,extracting schema from semistructured data,"s nestorov , s abiteboul , r motwani",sigmod conference,1998,query rewriting for semistructured data,v vassalos,,1999.0
16828,16828,1,a toolkit for negotiation support interfaces to multi-dimensional data,"m gebhardt , m jarke , s jacobs",sigmod conference,1997,codecideâ ?? a toolkit for negotiation support interfaces to multi-dimensional data,"m gebhardt , m jarke , s jacobs",proc . acm-sigmod conf . management of,
16829,16829,0,binding propagation in disjunctive databases,s greco,vldb,1998,space optimization in deductive databases,"d srivastava , s sudarshan , r ramakrishnan , jf","acm transactions on database systems ,",1995.0
16830,16830,0,converting relational to object-oriented databases,j fong,sigmod record,1997,metu object-oriented database system,a dogacâ ? ¦,"demo description , in the proc . acm sigmod intl. conf . on & hellip ; ,",
16831,16831,0,query caching and optimization in distributed mediator systems,"s adali , k candan , y papakonstantinou , v subrahmanian",sigmod conference,1996,a framework for query optimization in distributed statistical databases,"mh sadreddini , da bell , si mcclean","information and software technology ,",1992.0
16832,16832,0,efficient algorithms for mining outliers from large data sets,"s ramaswamy , r rastogi , k shim",sigmod conference,2000,an efficient clustering algorithm for large databases,"s guha , r rastogi , kc shim","proceedings of the acm sigmod conference on management of & hellip ; ,",
16833,16833,0,fast nearest neighbor search in medical image databases,"f korn , n sidiropoulos , c faloutsos , e siegel , z protopapas",vldb,1996,min-max compression methods for medical image databases,"k karadimitriou , jm tyler","sigmod record ,",1997.0
16834,16834,0,data grid management systems,"a jagatheesan , a rajasekar",sigmod conference,2003,building knowledge base management systems,"j mylopoulos , v chaudhri , d plexousakis , a shrufi ,","the vldb journal the international journal on very large & hellip ; ,",1996.0
16835,16835,0,a performance study of transitive closure algorithms,"s dar , r ramakrishnan",sigmod conference,1994,performance study of microsoft data-mining algorithms,"s soni , z tang",,
16836,16836,1,partitioned garbage collection of large object store,"u maheshwari , b liskov",sigmod conference,1997,partitioned garbage collection or a large object store,"u maheshwari , b liskov","& hellip ; of the acm sigmod international conference on management of & hellip ; ,",
16837,16837,0,repositories and object oriented databases,p bernstein,sigmod record,1998,functional completeness in object-oriented databases,"p mishra , m eich","acm sigmod record ,",1992.0
16838,16838,0,processing complex aggregate queries over data streams,"a dobra , m garofalakis , j gehrke , r rastogi",sigmod conference,2002,multiple aggregations over data streams,"r zhang , n koudas , bc ooi , d srivastava","proceedings of the 2005 acm sigmod international conference & hellip ; ,",2005.0
16839,16839,0,materialized views in oracle,"r bello , k dias , a downing , j jr. , j finnerty , w norcott , h sun , a witkowski , m ziauddin",vldb,1998,e-ciently updating materialized views,"j blakely , p larson , f tompa",proceedings acm sigmod conference on management of,
16840,16840,0,distance browsing in spatial databases,"g hjaltason , h samet",acm trans . database syst .,1999,query processing in spatial network databases,"d papadias , j zhang , n mamoulis , y tao","vldb ,",2003.0
16841,16841,0,chair s message,,,2001,treasurer s message,j hammer,sigmod,2000.0
16842,16842,1,improved histograms for selectivity estimation of range predicates,"v poosala , y ioannidis , p haas , e shekita",sigmod conference,1996,improved histograms for selectivity estimation of range predicates,"v poosala , ej shekita","sigmod conference ,",1996.0
16843,16843,1,"do nt scrap it , wrap it ! a wrapper architecture for legacy data sources","m roth , p schwarz",vldb,1997,"schwarz pm donâ ?? t scrap it , wrap it ! a wrapper architecture for legacy data sources",mt roth,"proc . 23rdvldb conference , athens , greece , aug ,",
16844,16844,0,the demarcation protocol : a technique for maintaining constraints in distributed database systems,"d barbarс , h garcia-molina",vldb j.,1994,a model for optimal database allocation in distributed computer systems,"gm chiu , cs raghavendra","ieee computer ,",
16845,16845,0,keynote address,,,1995,a keynote address,pe deegan,"the sixth annual mental health services conference of & hellip ; ,",
16846,16846,0,answering queries with aggregation using views,"d srivastava , s dar , h jagadish , a levy",vldb,1996,equivalences among aggregate queries with negation,"s cohen , w nutt , y sagiv",,
16847,16847,1,vist : a dynamic index method for querying xml data by tree structures,"h wang , s park , w fan , p yu",sigmod conference,2003,xml indexing and compression : vist : a dynamic index method for querying xml data by tree structures,"h wang , s park , w fan , p yu",proceedings of acm sigmod,
16848,16848,1,value-cognizant speculative concurrency control,"a bestavros , s braoudakis",vldb,1995,value-cognizant speculative concurrency control for real-time databases,"a bestavros , s braoudakis","information systems ,",1996.0
16849,16849,0,re-designing distance functions and distance-based applications for high dimensional data,c aggarwal,sigmod record,2001,distance-based indexing for high-dimensional metric spaces,"t bozkaya , m ozsoyoglu","sigmod rec ,",1997.0
16850,16850,0,declustering databases on heterogeneous disk systems,"l chen , d rotem , s seshadri",vldb,1995,query optimization in heterogeneous databases management systems,"w du , r krishnamurthy , mc shan","proc . vldb conference ,",
16851,16851,0,the coral deductive system,"r ramakrishnan , d srivastava , s sudarshan , p seshadri",vldb j.,1994,the nu-prolog deductive database system,"k ramamohanarao , j shepherd , i balbin , g port , l","halstead artificial intelligence series ,",1989.0
16852,16852,0,index concurrency control in firm real-time database systems,"b goyal , j haritsa , s seshadri , v srinivasan",vldb,1995,reactive consistency control in deductive databases,"g moerkotte , pc lockemann","acm transactions on database systems ,",1991.0
16853,16853,0,semantic integration of semistructured and structured data sources,"s bergamaschi , s castano , m vincini",sigmod record,1999,integration of structured and unstructured data in ibm content manager,dm choy,"proceedings of the 2005 acm sigmod international conference & hellip ; ,",2005.0
16854,16854,0,scalable parallel data mining for association rules,"e han , g karypis , v kumar",sigmod conference,1997,mining generalized association rules,"s ramakrishnan , a rakesh","proceedings of 21 stvldb conference , zurich , switzerland ,",
16855,16855,0,", foreword , preface to the special issue on spatial database systems , index vol . 3",,,1994,preface to the special issue on spatial database systems,rh gã 1/4 ting,"the vldb journal the international journal on very large & hellip ; ,",1994.0
16856,16856,0,groupwise processing of relational queries,"d chatziantoniou , k ross",vldb,1997,processing real-time aggregate relational queries in case-db,"wc hou , g ozsoyoglu","acm trans . database systems ,",
16857,16857,0,discover : keyword search in relational databases,"v hristidis , y papakonstantinou",vldb,2002,keyword search in relational databases,dp sokol,,
16858,16858,0,a performance evaluation of oid mapping techniques,"a eickler , c gerlhof , d kossmann",vldb,1995,an evaluation of generic bulk loading techniques,"j van den bercken , b seeger","proceedings of the 27th international conference on very & hellip ; ,",2001.0
16859,16859,0,mpeg-7 and multimedia database systems,h kosch,sigmod record,2002,"olap , relational , and multidimensional database systems",g colliat,"sigmod record ,",1996.0
16860,16860,0,querying xml views of relational data,"j shanmugasundaram , j kiernan , e shekita , c fan , j funderburk",vldb,2001,storing and querying xml data using denormalized relational databases,"a balmin , y papakonstantinou","the vldb journal the international journal on very large & hellip ; ,",2005.0
16861,16861,0,disima : a distributed and interoperable image database system,"v oria , m жzsu , p iglinski , s lin , b yao",sigmod conference,2000,distributed database systems -- four case studies,"j gray , m anderton","ieee tods , also tandem",
16862,16862,0,concurrency control in hierarchical multidatabase systems,"s mehrotra , h korth , a silberschatz",vldb j.,1997,concurrency control in groupware systems,"ca ellis , sj gibbs","sigmod conference ,",1989.0
16863,16863,0,holistic twig joins : optimal xml pattern matching,"n bruno , n koudas , d srivastava",sigmod conference,2002,prefix path streaming : a new clustering method for optimal holistic xml twig pattern matching,"t chen , tw ling , cy chan",,
16864,16864,0,introduction to constraint databases - book review,,,2002,an introduction to spatial databases,a guting,"vldb journal ,",
16865,16865,0,staggered striping in multimedia information systems,"s berson , s ghandeharizadeh , r muntz , x ju",sigmod conference,1994,automated authoring of coherent multimedia discourse in conversation systems,"mx zhou , s pan",,
16866,16866,1,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000,indexing the position of continuously moving points,"s saltenis , c jensen , s leutenegger , m lopez","proceedings of the 2000 acm sigmod international conference & hellip ; ,",
16867,16867,0,distributed deviation detection in sensor networks,"t palpanas , d papadopoulos , v kalogeraki , d gunopulos",sigmod record,2003,distributed sensor networks for detection of mobile radioactive sources,"rj nemzek , js dreicer , dc torney , tt warnock","ieee transactions on nuclear science ,",2004.0
16868,16868,0,ensuring relaxed atomicity for flexible transactions in multidatabase systems,"a zhang , m nodine , b bhargava , o bukhres",sigmod conference,1994,reliable transaction management in a multidatabase system,"y breitbart , a silberschatz , gr thompson","proceedings of the 1990 acm sigmod international conference & hellip ; ,",1990.0
16869,16869,0,using formal methods to reason about semantics-based decompositions of transactions,"p ammann , s jajodia , i ray",vldb,1995,applying formal methods to semantic-based decomposition of transactions,"p ammann , s jajodia , i ray","acm transactions on database systems ,",1997.0
16870,16870,0,fast nearest neighbor search in medical image databases,"f korn , n sidiropoulos , c faloutsos , e siegel , z protopapas",vldb,1996,fast search in main memory databases,"a analyti , s pramanik",proc . of the acm sigmod intâ ?? l. conf . on management of,
16871,16871,0,the mariposa distributed database management system,j sidell,sigmod record,1996,access path selecuon ma rclauonal database management system,"pc sehnger , mm astrahan , dd chamberhn , ra lone , tg","procee . atngs of 1979 acm sigmod conference , ( june",
16872,16872,0,materialized views selection in a multidimensional database,"e baralis , s paraboschi , e teniente",vldb,1997,materialized view selection and maintenance using multi-query optimization,"h mistry , p roy , s sudarshan , k ramamritham","sigmod conference ,",2001.0
16873,16873,0,a system for watermarking relational databases,"r agrawal , p haas , j kiernan",sigmod conference,2003,gral : an extensible relational database system for geometric applications,rh gueting,"vldb ,",1989.0
16874,16874,0,opportunities in information management and assurance,x qian,sigmod record,1997,new directions in management information transfer .,rn farmer,,1968.0
16875,16875,0,incremental maintenance of recursive views using relational calculus/sql,"g dong , j su",sigmod record,2000,incremental maintenance of nested relational views,"j liu , mw vincent , m mohania",,
16876,16876,0,sampling large databases for association rules,h toivonen,vldb,1996,a new sql-like operator for data mining association rules,"r meo , g psaila , s ceri","proceedings of the 22nd vldb conference , bombay , indien ,",
16877,16877,0,xquery : a query language for xml,,,2003,nalix : an interactive natural language interface for querying xml,"y li , h yang , hv jagadish","proceedings of the 2005 acm sigmod international conference & hellip ; ,",2005.0
16878,16878,0,the ores temporal database management system,"b theodoulidis , a ait-braham , g andrianopoulos , j chaudhary , g karvelis , s sou",sigmod conference,1994,the architecture of an active database management system,"u dayal , d mccarthy","acm sigmod conf ,",
16879,16879,1,dynamic itemset counting and implication rules for market basket data,"s brin , r motwani , j ullman , s tsur",sigmod conference,1997,dynamic itemset counting and implication rules fopr market basket data,"s brin , r motwani , jd ullman , s tsur",proc .,
16880,16880,0,editor s notes,l liu,sigmod record,2003,editors  notes,jh astrachan,,
16881,16881,0,re-designing distance functions and distance-based applications for high dimensional data,c aggarwal,sigmod record,2001,automatic subspace clustering of high dimensional data for data mining applications,"r agarwal , j gehrke , d gunopolos , p raghavan","proc . of sigmod ,",
16882,16882,0,declustering databases on heterogeneous disk systems,"l chen , d rotem , s seshadri",vldb,1995,maintaining database consistency in heterogeneous distributed databasesystems,"s mehrotra , r rastogi , hf korth , a silberschatz",,1991.0
16883,16883,0,declarative updates of relational databases,w chen,acm trans . database syst .,1995,storage and retrieval of xml data using relational databases,"s chaudhuri , k shim","data engineering , 2003 . proceedings . 19th international & hellip ; ,",2003.0
16884,16884,0,query processing in tertiary memory databases,s sarawagi,vldb,1995,queries and query processing in object-oriented database systems,"dd straube , mt ã?zsu","acm transactions on information systems ( tois ) ,",1990.0
16885,16885,0,efficiently mining long patterns from databases,r jr.,sigmod conference,1998,efficiently mining large patterns from databases,rj bayardo,"proc . 1998 acm sigmod ,",
16886,16886,0,control strategies for complex relational query processing in shared nothing systems,"l brunie , h kosch",sigmod record,1996,distributed query processing in a relational data base system,"r epstein , m stonebraker , e wong",proceedings of the 1978 acm sigmod international conference,
16887,16887,0,fast parallel similarity search in multimedia databases,"s berchtold , c bіhm , b braunmќller , d keim , h kriegel",sigmod conference,1997,query scheduling and optimization in parallel and multimedia databases,mn garofalakis,,1998.0
16888,16888,0,formal query languages for secure relational databases,"m winslett , k smith , x qian",acm trans . database syst .,1994,tractable query languages for complex object databases,s grumbach,,
16889,16889,0,discover : keyword search in relational databases,"v hristidis , y papakonstantinou",vldb,2002,keyword searching in databases using banks,g bhalotia,"b. tech . project report , iit bombay , april ,",
16890,16890,1,coloring away communication in parallel query optimization,"w hasan , r motwani",vldb,1995,"coloring away communication in parallel query optimization , 1995","w hasan , r motwani",submitted for,
16891,16891,0,issues in developing very large data warehouses,"l do , p drew , w jin , v jumani , d rossum",vldb,1998,some very large data bases in developing countries,"sp ghosh , af cardenas , i mijares , g wiederhold","very large data bases , 1979 . fifth international conference & hellip ; ,",1979.0
16892,16892,0,editor s notes,l liu,sigmod record,2003,editors  notes,"pj gray , tw banta","new directions for higher education ,",
16893,16893,0,semantic integrity support in sql : 1999 and commercial ( object - ) relational database management systems,"c tќrker , m gertz",vldb j.,2001,temporal support in database management systems,"g introduction , p statement",,
16894,16894,0,database systems management and oracle8,c doherty,sigmod conference,1998,coordinated backup and recovery between database management systems and file systems,"i narang , c mohan , k brannon , m subramanian",,
16895,16895,0,semantic assumptions and query evaluation in temporal databases,"c bettini , x wang , e bertino , s jajodia",sigmod conference,1995,join operations in temporal databases,"d gao , cs jensen , rt snodgrass , md soo","the vldb journal the international journal on very large & hellip ; ,",2005.0
16896,16896,0,data grid management systems,"a jagatheesan , a rajasekar",sigmod conference,2003,secure score management for p2p systems,"b yang , sd kamvar , h garcia-molina","technical report , stanford university ,",
16897,16897,0,medical information systems : characterization and challenges,"j ramirez , l smith , l peterson",sigmod record,1994,database challenges in global information systems,"jj ordille , bp miller",,
16898,16898,0,index concurrency control in firm real-time database systems,"b goyal , j haritsa , s seshadri , v srinivasan",vldb,1995,concurrency control in hierarchical multidatabase systems,"s mehrotra , hf korth , a silberschatz","the vldb journal the international journal on very large & hellip ; ,",1997.0
16899,16899,0,a system for watermarking relational databases,"r agrawal , p haas , j kiernan",sigmod conference,2003,subset queries in relational databases,"sr valluri , k karlapalem",,
16900,16900,0,mining generalized association rules,"r srikant , r agrawal",vldb,1995,srikant . r. fast algorithms for mining association rules,r agrawal,"& hellip ; conference very large databases , santiago , chile",
16901,16901,0,fast algorithms for mining association rules in large databases,"r agrawal , r srikant",vldb,1994,"s. navathe , â ?? an efficient algorithm for mining association rules in large database , â ??","a savasere , e omiecinski",proc . internal conf . very large data,
16902,16902,1,generating efficient plans for queries using views,"f afrati , c li , j ullman",sigmod conference,2001,generating efficient plans for queries using views,"fn afrati , c li , jd ullman",,
16903,16903,0,spatial joins using seeded trees,"m lo , c ravishankar",sigmod conference,1994,processing and optimization of multiway spatial joins using r-trees,"d papadias , n mamoulis , y theodoridis","proc acm sigact sigmod sigart symp princ database syst ,",1999.0
16904,16904,0,wavecluster : a wavelet based clustering approach for spatial data in very large databases,"g sheikholeslami , s chatterjee , a zhang",vldb j.,2000,birch : an efficient data clustering method for very large databases,"t zhang , r ramakrishnan , m livny","sigmod conference ,",1996.0
16905,16905,1,a vision of management of complex models,"p bernstein , a halevy , r pottinger",sigmod record,2000,a vision of management of complex models,"pa bernstein , r pottinger","sigmod record ,",2000.0
16906,16906,0,a survey of logical models for olap databases,"p vassiliadis , t sellis",sigmod record,1999,suitability of data models as canonical models for federated databases,"f saltor , m castellanos","sigmod record ,",1991.0
16907,16907,0,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998,set-oriented production rules in relational databases,"j widom , s finkelstein","proc . of the acm sigmod conference on management of data ,",
16908,16908,0,the design and implementation of a sequence database system,"p seshadri , m livny , r ramakrishnan",vldb,1996,design and implementation of smalltalk mixin classes,b schã $ ffer,,
16909,16909,0,mining quantitative association rules in large relational tables,"r srikant , r agrawal",sigmod conference,1996,shrikant . mining association rules between sets of items in large databases,"r agrawal , t imielinski andr",proceedings of acm sigmod conference on management of,
16910,16910,0,metu object-oriented dbms,"a dogac , i arpinar , c evrendilek , c ozkan , i altintas , i durusoy , m altinel , t okay , y saygin",sigmod conference,1994,odmg-93 : a standard for object-oriented dbmss,rgg cattell,,
16911,16911,0,the ccube constraint object-oriented database system,"a brodsky , v segal , j chen , p exarkhopoulo",sigmod conference,1999,an object-oriented sgml/hytime compliant multimedia database management system,"mt oezsu , p iglinski , d szafron , s el-medani , m",,
16912,16912,1,managing business processes via workflow technology,,,2001,managing business processes via workflow technology,f leymann,"proceedings of the 27th international conference on very & hellip ; ,",2001.0
16913,16913,0,incremental maintenance of views with duplicates,"t griffin , l libkin",sigmod conference,1995,incremental maintenance of path-expression views,"a sawires , j tatemura , o po , d agrawal , ks candan","proceedings of the 2005 acm sigmod international conference & hellip ; ,",2005.0
16914,16914,0,the design and implementation of a sequence database system,"p seshadri , m livny , r ramakrishnan",vldb,1996,performance evaluation of a temporal database management system,r snodgrass,"proc . acm sigmod , conf management of data , may ,",
16915,16915,0,mpeg-7 standard for multimedia databases,,,2001,similarity search in multimedia databases,m patella,,
16916,16916,0,incremental maintenance of views with duplicates,"t griffin , l libkin",sigmod conference,1995,incremental maintenance of graph structured views,"y zhuge , h garcia-molina",technical report { stanford university http://www-db . stanford .,
16917,16917,0,holistic twig joins on indexed xml documents,"h jiang , w wang , h lu , j yu",vldb,2003,holistic twig joins : optimal xml pattern matching,"n bruno , n koudas , d srivastava",,
16918,16918,0,space optimization in deductive databases,"d srivastava , s sudarshan , r ramakrishnan , j naughton",acm trans . database syst .,1995,xsb as a deductive database,"k sagonas , t swift , ds warren","proceedings of the 1994 acm sigmod international conference & hellip ; ,",1994.0
16919,16919,0,nearest neighbor queries,"n roussopoulos , s kelley , f vincent",sigmod conference,1995,on nearest neighbor indexing of nonlinear trajectories,"cc aggarwal , d agrawal",,
16920,16920,0,a general techniques for querying xml documents using a relational database system,"j shanmugasundaram , e shekita , j kiernan , r krishnamurthy , s viglas , j naughton , i tatarinov",sigmod record,2001,efficiency of nesting relational document database systems,"j zobel , ja thom , r sacks-davis",,
16921,16921,0,dynamic sample selection for approximate query processing,"b babcock , s chaudhuri , g das",sigmod conference,2003,approximate query processing using wavelets,"kc cgrs , mn garofalakis , r rastogi , k shim",proceedings of the international conference on very large,
16922,16922,1,the mirror mmdbms architecture,"a vries , m doorn , h blanken , p apers",vldb,1999,the mirror mmdbms architecture,"a de vries , m van doorn , h blanken , p apers","proceedings of the international conference on very large & hellip ; ,",1999.0
16923,16923,1,"the five-minute rule ten years later , and other computer storage rules of thumb","j gray , g graefe",sigmod record,1997,"the five-minute rule ten years later , and other computer storage rules of thumb","j gray , g graefe","sigmod record ,",1997.0
16924,16924,0,minimal probing : supporting expensive predicates for top-k queries,"k chang , s hwang",sigmod conference,2002,won hwang s ( 2002 ) minimal probing : supporting expensive predicates for top-k queries,k chen-chuan chang,proceedings of the acm sigmod international conference on,
16925,16925,0,report on the 18th british national conference on databases ( bncod ),,,2002,": supplement to the proceedings of the 18th british national conference on databases at ral , 9-11",w id,,
16926,16926,0,a database model for object dynamics,"m papazoglou , b krфmer",vldb j.,1997,a model for active object oriented databases,", t milo","vldb ,",1991.0
16927,16927,0,editor s notes,a segev,sigmod record,1994,editorâ ?? s notes,gr maughan,"new directions for higher education ,",2001.0
16928,16928,0,secure transaction processing in firm real-time database systems,"b george , j haritsa",sigmod conference,1997,locking protocols for concurrency control in real-time database systems,"sl hung , ky lam","acm sigmod record ,",1992.0
16929,16929,0,rate-based query optimization for streaming information sources,"s viglas , j naughton",sigmod conference,2002,query optimization by stored queries,"k subieta , w rzeczkowski","vldb ,",1987.0
16930,16930,0,boat-optimistic decision tree construction,"j gehrke , v ganti , r ramakrishnan , w loh",sigmod conference,1999,rainforest-a framework for fast decision tree construction of,l datasets,,
