title,authors,venue,year,id
starting ( and sometimes ending ) a database company,jack a. orenstein,very large data bases,1998,1691
adaptive data broadcast in hybrid networks,"konstantinos stathatos , nick roussopoulos , john s. baras",very large data bases,1997,1692
reducing multidatabase query response time by tree balancing,"weimin du , ming-chien shan , umeshwar dayal",international conference on management of data,1995,1693
quickly generating billion-record synthetic databases,"jim gray , prakash sundaresan , susanne englert , ken baclawski , peter j. weinberger",international conference on management of data,1994,1694
new programs at darpa and nsf,xiolai qian,acm sigmod record,1996,1695
fast computation of sparse datacubes,"kenneth a. ross , divesh srivastava",very large data bases,1997,1696
your mediators need data conversion !,"sophie cluet , claude delobel , j &#233; r &#466; me sim &#233; on , katarzyna smaga",international conference on management of data,1998,1697
time series similarity measures and time series indexing ( abstract only ),"dimitrios gunopulos , gautam das",international conference on management of data,2001,1698
apex : an adaptive path index for xml data,"chin-wan chung , jun-ki min , kyuseok shim",international conference on management of data,2002,1699
the distributed information search component ( disco ) and the world wide web,"anthony tomasic , r &#233; my amouroux , philippe bonnet , olga kapitskaia , hubert naacke , louiqa raschid",international conference on management of data,1997,1700
efficient checking of temporal integrity constraints using bounded history encoding,jan chomicki,acm transactions on database systems ( tods ),1995,1701
the propel distributed services platform,"michael j. carey , steve kirsch , mary roth , bert van der linden , nicolas adiba , michael blow , daniela florescu , david li , ivan oprencak , rajendra panwar , runping qi , david rieber , john c. shafer , brian sterling , tolga urhan , brian vickery , dan wineman , kuan yee",very large data bases,2001,1702
detection and classification of intrusions and faults using sequences of system calls,"jo &#227; o b. d. cabrera , lundy lewis , raman k. mehra",acm sigmod record,2001,1703
finding replicated web collections,"junghoo cho , narayanan shivakumar , hector garcia-molina",international conference on management of data,2000,1704
evolution of groupware for business applications : a database perspective on lotus domino/notes,"c. mohan , ron barber , s. watts , a. somani , markos zaharioudakis",very large data bases,2000,1705
data-driven understanding and refinement of schema mappings,"ling ling yan , ren &#233; e j. miller , laura m. haas , ronald fagin",international conference on management of data,2001,1706
going public : open-source databases and database research,philippe bonnet,international conference on management of data,2002,1707
changing the rules : transformations for rule-based optimizers,"mitch cherniack , stan zdonik",international conference on management of data,1998,1708
automatic generation of production rules for integrity maintenance,"stefano ceri , piero fraternali , stefano paraboschi , letizia tanca",acm transactions on database systems ( tods ),1994,1709
a simple algorithm for finding frequent elements in streams and bags,"richard m. karp , scott shenker , christos h. papadimitriou",acm transactions on database systems ( tods ),2003,1710
principles of optimally placing data in tertiary storage libraries,"stavros christodoulakis , peter triantafillou , fenia zioga",very large data bases,1997,1711
a requirement-based approach to data modeling and re-engineering,"alice h. muntz , christian t. ramiller",very large data bases,1994,1712
epsilon grid order : an algorithm for the similarity join on massive high-dimensional data,"christian b &#246; hm , bernhard braunm &#252; ller , florian krebs , hans-peter kriegel",international conference on management of data,2001,1713
"lessons from wall street : case studies in configuration , tuning , and distribution",dennis shasha,international conference on management of data,1997,1714
constant time permutation : an efficient block allocation strategy for variable-bit-rate continuous media data,"yueh-min huang , jen-wen ding , shiao-li tsao",the vldb journal -- the international journal on very large data bases,1999,1715
range queries in olap data cubes,"ching-tien ho , rakesh agrawal , nimrod megiddo , ramakrishnan srikant",international conference on management of data,1997,1716
enterprise java platform data access,"seth white , rick cattell , shel finkelstein",international conference on management of data,1998,1717
content-based image indexing,tzi-cker chiueh,very large data bases,1994,1718
analysis of existing databases at the logical level : the dba companion project,"fabien de marchi , st &#233; phane lopes , jean-marc petit , farouk toumani",acm sigmod record,2003,1719
optimization algorithms for exploiting the parallelism-communication tradeoff in pipelined parallelism,"waqar hasan , rajeev motwani",very large data bases,1994,1720
panel : is generic metadata management feasible ?,"philip a. bernstein , laura m. haas , matthias jarke , erhard rahm , gio wiederhold",very large data bases,2000,1721
sleepers and workaholics : caching strategies in mobile environments ( extended version ),"daniel barbar &#225; , tomasz imieli &#324; ski",the vldb journal -- the international journal on very large data bases,1995,1722
exposing undergraduate students to database system internals,"anastassia ailamaki , joseph m. hellerstein",acm sigmod record,2003,1723
a bayesian decision model for cost optimal record matching,"v. s. verykios , g. v. moustakides , m. g. elfeky",the vldb journal -- the international journal on very large data bases,2003,1724
on the computation of relational view complements,"jens lechtenb &#246; rger , gottfried vossen",acm transactions on database systems ( tods ),2003,1725
informix-online xps : a dynamically scalable rdbms for open parallel platforms,hannes spintzik,very large data bases,1995,1726
path sharing and predicate evaluation for high-performance xml filtering,"yanlei diao , mehmet altinel , michael j. franklin , hao zhang , peter fischer",acm transactions on database systems ( tods ),2003,1727
high-performance sorting on networks of workstations,"andrea c. arpaci-dusseau , remzi h. arpaci-dusseau , david e. culler , joseph m. hellerstein , david a. patterson",international conference on management of data,1997,1728
sampling-based estimation of the number of distinct values of an attribute,"peter j. haas , jeffrey f. naughton , s. seshadri , lynne stokes",very large data bases,1995,1729
mobile computing and databases : anything new ?,"margaret h. dunham , abdelsalam helal",acm sigmod record,1995,1730
"business process coordination : state of the art , trends , and open issues","umeshwar dayal , meichun hsu , rivka ladin",very large data bases,2001,1731
goal-oriented buffer management revisited,"kurt p. brown , michael j. carey , miron livny",international conference on management of data,1996,1732
the drill down benchmark,"peter a. boncz , tim r &#252; hl , fred kwakkel",very large data bases,1998,1733
semantic data caching and replacement,"shaul dar , michael j. franklin , bj &#246; rn &#222; &#243; r j &#243; nsson , divesh srivastava , michael tan",very large data bases,1996,1734
a consumer viewpoint on mediator languages-a proposal for a standard,"arnon rosenthal , erich hughes , scott renner , len seligman",acm sigmod record,1997,1735
concurrency and recovery for index trees,"david lomet , betty salzberg",the vldb journal -- the international journal on very large data bases,1997,1736
an optimisation scheme for coalesce/valid time selection operator sequences,costas vassilakis,acm sigmod record,2000,1737
"o-o , what s happening to db2 ?","m. carey , d. chamberlin , d. doole , s. rielau , n. mattos , s. narayanan , b. vance , r. swagerman",international conference on management of data,1999,1738
the xml typechecking problem,dan suciu,acm sigmod record,2002,1739
concept based design of data warehouses : the dwq demonstrators,"m. jarke , c. quix , d. calvanese , m. lenzerini , e. franconi , s. ligoudistianos , p. vassiliadis , y. vassiliou",international conference on management of data,2000,1740
generalised hash teams for join and group-by,"alfons kemper , donald kossmann , christian wiesner",very large data bases,1999,1741
dms : a parallel data mining server,felicity george,very large data bases,1998,1742
data modelling versus ontology engineering,"peter spyns , robert meersman , mustafa jarrar",acm sigmod record,2002,1743
"in reply to domains , relations and religious wars",hugh darwen,acm sigmod record,1996,1744
data warehousing and business intelligence for e-commerce : by alan r. simon & steven l. shaffer,frank g. goethals,acm sigmod record,2002,1745
"commix : towards effective web information extraction , integration and query answering","tengjiao wang , shiwei tang , dongqing yang , jun gao , yuqing wu , jian pei",international conference on management of data,2002,1746
structured document storage and refined declarative and navigational access mechanisms in hyperstorm,"klemens b &#246; hm , karl aberer , erich j. neuhold , xiaoya yang",the vldb journal -- the international journal on very large data bases,1997,1747
loading databases using dataflow parallelism,"tom barclay , robert barnes , jim gray , prakash sundaresan",acm sigmod record,1994,1748
in cyber space no one can hear you scream,chris pound,very large data bases,1999,1749
staggered striping in multimedia information systems,"steven berson , shahram ghandeharizadeh , richard muntz , xiangyu ju",international conference on management of data,1994,1750
iceberg-cube computation with pc clusters,"raymond t. ng , alan wagner , yu yin",international conference on management of data,2001,1751
db2 spatial extender - spatial data within the rdbms,david w. adler,very large data bases,2001,1752
a case for intelligent disks ( idisks ),"kimberly keeton , david a. patterson , joseph m. hellerstein",acm sigmod record,1998,1753
supporting state-wide immunisation tracking using multi-paradigm workflow technology,"amit p. sheth , krys kochut , john a. miller , devashish worah , souvik das , chenye lin , devanand palaniswami , john lynch , ivan shevchenko",very large data bases,1996,1754
using referential integrity to easily define consistent subset replicas,brad hammond,very large data bases,1996,1755
an approach to confidence based page ranking for user oriented web search,"debajyoti mukhopadhyay , debasis giri , sanasam ranbir singh",acm sigmod record,2003,1756
disnic-plan : a nicnet based distributed database for micro-level planning in india,m. moni,very large data bases,1996,1757
the oodb path-method generator ( pmg ) using access weights and precomputed access relevance,"ashish mehta , james geller , yehoshua perl , erich neuhold",the vldb journal -- the international journal on very large data bases,1998,1758
the active multisync controller of the cubetree storage organization,"nick roussopoulos , yannis kotidis , yannis sismanis",international conference on management of data,1999,1759
user-optimizer communication using abstract plans in sybase ase,"mihnea andrei , patrick valduriez",very large data bases,2001,1760
the piazza peer data management project,"igor tatarinov , zachary ives , jayant madhavan , alon halevy , dan suciu , nilesh dalvi , xin ( luna ) dong , yana kadiyska , gerome miklau , peter mork",acm sigmod record,2003,1761
modeling high-dimensional index structures using sampling,"christian a. lang , ambuj k. singh",international conference on management of data,2001,1762
cluster validity methods : part i,"maria halkidi , yannis batistakis , michalis vazirgiannis",acm sigmod record,2002,1763
an adaptive hybrid server architecture for client caching odbmss,"kaladhar voruganti , m. tamer &#214; zsu , ronald c. unrau",very large data bases,1999,1764
an asynchronous avoidance-based cache consistency algorithm for client caching dbmss,"m. tamer &#214; zsu , kaladhar voruganti , ronald c. unrau",very large data bases,1998,1765
ptool : a light weight persistent object manager,"r. l. grossman , d. hanley , x. qin",international conference on management of data,1995,1766
wave-indices : indexing evolving databases,"narayanan shivakumar , h &#233; ctor garc &#237; a-molina",international conference on management of data,1997,1767
a pattern-based object calculus,"nabil kamel , ping wu , stanley y. w. su",the vldb journal -- the international journal on very large data bases,1994,1768
use of a component architecture in integrating relational and non-relational,robert atkinson,international conference on management of data,1995,1769
tools and transformations-rigorous and otherwise-for practical database design,"arnon rosenthal , david reiner",acm transactions on database systems ( tods ),1994,1770
query by humming : in action with its technology revealed,"yunyue zhu , dennis shasha , xiaojian zhao",international conference on management of data,2003,1771
review of web caching and replication by michael rabinovich and oliver spatscheck . addison wesley 2002 .,"qiang wang , brian d. davison",acm sigmod record,2003,1772
information retrieval from an incomplete data cube,curtis e. dyreson,very large data bases,1996,1773
complex relationships and knowledge discovery support in the infoquilt system,"a. sheth , s. thacker , s. patel",the vldb journal -- the international journal on very large data bases,2003,1774
high level indexing of user-defined types,"weidong chen , jyh-herng chow , you-chin fuh , jean grandbois , michelle jou , nelson mendon &#231; a mattos , brian t. tran , yun wang",very large data bases,1999,1775
an annotated bibliography on active databases ( short version ),"ulrike jaeger , johann christoph freytag",acm sigmod record,1995,1776
"information , communication , and money : for what can we charge and how can we meter it ?","stephen blott , henry f. korth , abraham silberschatz",very large data bases,1998,1777
identifying representative trends in massive time series data sets using sketches,"piotr indyk , nick koudas , s. muthukrishnan",very large data bases,2000,1778
agora : living with xml and relational,"ioana manolescu , daniela florescu , donald kossmann , florian xhumari , dan olteanu",very large data bases,2000,1779
optimization of dynamic query evaluation plans,"richard l. cole , goetz graefe",international conference on management of data,1994,1780
type-safe relaxing of schema consistency rules for flexible modelling in oodbms,"eric amiel , marie-jo bellosta , eric dujardin , eric simon",the vldb journal -- the international journal on very large data bases,1996,1781
data mining on an oltp system ( nearly ) for free,"erik riedel , christos faloutsos , gregory r. ganger , david f. nagle",international conference on management of data,2000,1782
redo recovery after system crashes,"david b. lomet , mark r. tuttle",very large data bases,1995,1783
report on xewa-00 : the xml enabled wide-area searches for bioinformatics workshop,terence critchlow,acm sigmod record,2001,1784
designing and mining multi-terabyte astronomy archives : the sloan digital sky survey,"alexander s. szalay , peter z. kunszt , ani thakar , jim gray , don slutz , robert j. brunner",international conference on management of data,2000,1785
database graph views : a practical model to manage persistent graphs,"alejandro guti &#233; rrez , philippe pucheral , hermann steffen , jean-marc th &#233; venin",very large data bases,1994,1786
offering a precision-performance tradeoff for aggregation queries over replicated data,"chris olston , jennifer widom",very large data bases,2000,1787
what is the data warehousing problem ? ( are materialized views the answer ? ),"ashish gupta , inderpal singh mumick",very large data bases,1996,1788
one size fits all database architectures do not work for dss,clark d. french,international conference on management of data,1995,1789
next generation database systems wo nt work without semantics ! ( panel ),john mylopoulos,international conference on management of data,1998,1790
a prototype content-based retrieval system that uses virtual images to save space,"leonard brown , le gruenwald",very large data bases,2001,1791
managing large systems with db2 udb,chris eaton,international conference on management of data,1998,1792
mining frequent patterns without candidate generation,"jiawei han , jian pei , yiwen yin",international conference on management of data,2000,1793
indexing multiple sets,"christoph kilger , guido moerkotte",very large data bases,1994,1794
lof : identifying density-based local outliers,"markus m. breunig , hans-peter kriegel , raymond t. ng , j &#246; rg sander",international conference on management of data,2000,1795
a performance study of transitive closure algorithms,"shaul dar , raghu ramakrishnan",international conference on management of data,1994,1796
supporting dynamic displays using active rules,"oscar d &#237; az , arturo jaime , norman w. paton , ghassan al-qaimari",acm sigmod record,1994,1797
an internet-based negotiation server for e-commerce,"stanley y.w. su , chunbo huang , joachim hammer , yihua huang , haifei li , liu wang , youzhong liu , charnyote pluempitiwiriyawej , minsoo lee , herman lam",the vldb journal -- the international journal on very large data bases,2001,1798
a protein patent query system powered by kleisli,"jing chen , limsoon wong , louxin zhang",international conference on management of data,1998,1799
flexible relations - operational support of variant relational structures,"christian kalus , peter dadam",very large data bases,1995,1800
very large databases in a commercial application environment,karl-heinz hess,very large data bases,1996,1801
business-to-business interactions : issues and enabling technologies,"b. medjahed , b. benatallah , a. bouguettaya , a. h. h. ngu , a. k. elmagarmid",the vldb journal -- the international journal on very large data bases,2003,1802
os support for vldbs : unix enhancements for the teradata data base,"john catozzi , sorana rabinovici",very large data bases,1995,1803
alphasort : a cache-sensitive parallel external sort,"chris nyberg , tom barclay , zarka cvetanovic , jim gray , dave lomet",the vldb journal -- the international journal on very large data bases,1995,1804
methodology for development and employment of ontology based knowledge management applications,"york sure , steffen staab , rudi studer",acm sigmod record,2002,1805
benchmarking spatial join operations with spatial output,"erik g. hoel , hanan samet",very large data bases,1995,1806
rapid bushy join-order optimization with cartesian products,"bennet vance , david maier",international conference on management of data,1996,1807
a study on the management of semantic transaction for efficient data retrieval,"shi ming huang , irene kwan , chih he li",acm sigmod record,2002,1808
locating and accessing data repositories with websemantics,"george a. mihaila , louiqa raschid , anthony tomasic",the vldb journal -- the international journal on very large data bases,2002,1809
cache coherency in oracle parallel server,boris klots,very large data bases,1996,1810
using metadata for the intelligent browsing of structured media objects,"william i. grosky , farshad fotouhi , ishwar k. sethi , bogdan capatina",acm sigmod record,1994,1811
snakes and sandwiches : optimal clustering strategies for a data warehouse,"h. v. jagadish , laks v. s. lakshmanan , divesh srivastava",international conference on management of data,1999,1812
first-class views : a key to user-centered computing,"arnon rosenthal , edward sciore",acm sigmod record,1999,1813
sql and management of external data,"jim melton , jan-eike michels , vanja josifovski , krishna kulkarni , peter schwarz , kathy zeidenstein",acm sigmod record,2001,1814
versions and workspaces in microsoft repository,"thomas bergstraesser , philip a. bernstein , shankar pal , david shutt",international conference on management of data,1999,1815
a database approach to quality of service specification in video databases,"elisa bertino , ahmed k. elmagarmid , mohand-sa &#239; d hacid",acm sigmod record,2003,1816
dbmss on a modern processor : where does time go ?,"anastassia ailamaki , david j. dewitt , mark d. hill , david a. wood",very large data bases,1999,1817
"response to the odmg-93 commentary written by dr. won kim of unisql , inc.",corporate object database management group,acm sigmod record,1994,1818
the impact of object technology on commercial transaction processing,edward e. cobb,the vldb journal -- the international journal on very large data bases,1997,1819
implementing the spirit of sql-99,paul brown,international conference on management of data,1999,1820
similarity search for adaptive ellipsoid queries using spatial transformation,"yasushi sakurai , masatoshi yoshikawa , ryoji kataoka , shunsuke uemura",very large data bases,2001,1821
why and how to benchmark xml databases,"albrecht schmidt , florian waas , martin kersten , daniela florescu , michael j. carey , ioana manolescu , ralph busse",acm sigmod record,2001,1822
push technology personalization through event correlation,"asaf adi , david botzer , opher etzion , tali yatzkar-haham",very large data bases,2000,1823
delivering high availability for inktomi search engines,eric a. brewer,international conference on management of data,1998,1824
workshop on performance and architecture of web servers,"krishna kant , prasant mohapatra",acm sigmod record,2000,1825
online index rebuild,"nagavamsi ponnekanti , hanuma kodavalla",international conference on management of data,2000,1826
the n-tier hub technology,"rainer a. sommer , thomas r. gulledge , david bailey",acm sigmod record,2002,1827
understanding the global semantics of referential actions using logic rules,"wolfgang may , bertram lud &#228; scher",acm transactions on database systems ( tods ),2002,1828
agent-based semantic interoperability in infosleuth,"jerry fowler , brad perry , marian nodine , bruce bargmeyer",acm sigmod record,1999,1829
modeling design versions,"r. ramakrishnan , d. janaki ram",very large data bases,1996,1830
webfilter : a high-throughput xml-based publish and subscribe system,"jo &#227; o pereira , fran &#231; oise fabret , hans-arno jacobsen , fran &#231; ois llirbat , dennis shasha",very large data bases,2001,1831
generating call-level interfaces for advanced database application programming,"udo nink , theo h &#228; rder , norbert ritter",very large data bases,1999,1832
sql standardization : the next steps,"andrew eisenberg , jim melton",acm sigmod record,2000,1833
enterprise information architectures-they re finally changing,wesley p. melling,international conference on management of data,1994,1834
searching in metric spaces with user-defined and approximate distances,"paolo ciaccia , marco patella",acm transactions on database systems ( tods ),2002,1835
object normal forms and dependency constraints for object-oriented schemata,"zahir tari , john stokes , stefano spaccapietra",acm transactions on database systems ( tods ),1997,1836
wavecluster : a multi-resolution clustering approach for very large spatial databases,"gholamhosein sheikholeslami , surojit chatterjee , aidong zhang",very large data bases,1998,1837
e-commerce database issues and experience : ( talk-slides available at at the conference ),anand rajaraman,international conference on management of data,1999,1838
a single pass computing engine for interactive analysis of vldbs,ted mihalisin,very large data bases,1998,1839
cheetah : a lightweight transaction server for plug-and-play internet data management,"guy pardon , gustavo alonso",very large data bases,2000,1840
"fault-tolerant , load-balancing queries in telegraph","mehul a. shah , sirish chandrasekaran",international conference on management of data,2001,1841
object-oriented features of db2 client/server,hamid pirahesh,international conference on management of data,1994,1842
qualified answers that reflect user needs and preferences,"terry gaasterland , jorge lobo",very large data bases,1994,1843
efficient construction of regression trees with range and region splitting,"yasuhiko morimoto , hiromu ishii , shinichi morishita",very large data bases,1997,1844
data analysis and mining in the life sciences,nam huyn,acm sigmod record,2001,1845
analyzing energy behavior of spatial access methods for memory-resident data,"ning an , anand sivasubramaniam , narayanan vijaykrishnan , mahmut t. kandemir , mary jane irwin , sudhanva gurumurthi",very large data bases,2001,1846
providing database migration tools - a practicioner s approach,andreas meier,very large data bases,1995,1847
energy efficient indexing on air,"tomasz imielinski , s. viswanathan , b. r. badrinath",international conference on management of data,1994,1848
fast and accurate text classification via multiple linear discriminant projections,"soumen chakrabarti , shourya roy , mahesh v. soundalgekar",the vldb journal -- the international journal on very large data bases,2003,1849
"ubiquitous , self-tuning , scalable servers",peter spiro,international conference on management of data,1998,1850
computing geographical scopes of web resources,"junyan ding , luis gravano , narayanan shivakumar",very large data bases,2000,1851
the cornell jaguar project : adding mobility to predator,"phillippe bonnet , kyle buza , zhiyuan chan , victor cheng , randolph chung , takako hickey , ryan kennedy , daniel mahashin , tobias mayr , ivan oprencak , praveen seshadri , hubert siu",international conference on management of data,1999,1852
efficient support for interactive service in multi-resolution vod systems,"kelvin k. w. law , john c. s. lui , leana golubchik",the vldb journal -- the international journal on very large data bases,1999,1853
spreadsheets in rdbms for olap,"andrew witkowski , srikanth bellamkonda , tolga bozkaya , gregory dorman , nathan folkert , abhinav gupta , lei shen , sankar subramanian",international conference on management of data,2003,1854
the handwritten trie : indexing electronic ink,"walid aref , daniel barbar &#225; , padmavathi vallabhaneni",international conference on management of data,1995,1855
tip : a temporal extension to informix,"jun yang , huacheng c. ying , jennifer widom",international conference on management of data,2000,1856
kweelt : more than just yet another framework to query xml !,arnaud sahuguet,international conference on management of data,2001,1857
formal aspects of concurrency control in long-duration transaction systems using the nt/pv model,"henry f. korth , greg speegle",acm transactions on database systems ( tods ),1994,1858
xbase : making your gigabyte disk queriable,"hongjun lu , guoren wang , ge yu , yubin bao , jianhua lv , yaxin yu",international conference on management of data,2002,1859
magic conditions,"inderpal singh mumick , sheldon j. finkelstein , hamid pirahesh , raghu ramakrishnan",acm transactions on database systems ( tods ),1996,1860
spire : a progressive content-based spatial image retrieval engine,"chung-sheng li , lawrence d. bergman , yuan-chi chang , vittorio castelli , john r. smith",international conference on management of data,2000,1861
performance tradeoffs for client-server query processing,"michael j. franklin , bj &#246; rn th &#243; r j &#243; nsson , donald kossmann",international conference on management of data,1996,1862
incremental data structures and algorithms for dynamic query interfaces,"egemen tanin , richard beigel , ben shneiderman",acm sigmod record,1996,1863
oracle8i index-organized table and its application to new domains,"jagannathan srinivasan , souripriya das , chuck freiwald , eugene inseok chong , mahesh jagannath , aravind yalamanchi , ramkumar krishnan , anh-tuan tran , samuel defazio , jayanta banerjee",very large data bases,2000,1864
indexing of now-relative spatio-bitemporal data,"simonas &#352; altenis , christian s. jensen",the vldb journal -- the international journal on very large data bases,2002,1865
a survey and critique of advanced transaction models,c. mohan,international conference on management of data,1994,1866
"hierarchical subspace sampling : a unified framework for high dimensional data reduction , selectivity estimation and nearest neighbor search",charu c. aggarwal,international conference on management of data,2002,1867
navigating large-scale semi-structured data in business portals,"man abrol , neil latarche , uma mahadevan , jianchang mao , rajat mukherjee , prabhakar raghavan , michel tourn , john wang , grace zhang",very large data bases,2001,1868
aries/csa : a method for database recovery in client-server architectures,"c. mohan , inderpal narang",international conference on management of data,1994,1869
sql/xml is making good progress,"andrew eisenberg , jim melton",acm sigmod record,2002,1870
"social , educational , and governmental change enabled through information technology","krithi ramamritham , yeha el atfi , carlo batini , michael eitan , valerie gregg , d. b. phatak",very large data bases,2000,1871
coss : the common object services specifications,bruce e. martin,international conference on management of data,1994,1872
anatomy of a real e-commerce system,anant jhingran,international conference on management of data,2000,1873
ptool : a scalable persistent object manager,"r. l. grossman , x. qin",international conference on management of data,1994,1874
cost-based optimization of decision support queries using transient-views,"subbu n. subramanian , shivakumar venkataraman",international conference on management of data,1998,1875
an orthogonally persistent java,"m. p. atkinson , l. dayn &#232; s , m. j. jordan , t. printezis , s. spence",acm sigmod record,1996,1876
integration of electronic tickets and personal guide system for public transport using mobile terminals,"koichi goto , yahiko kambayashi",international conference on management of data,2003,1877
an online video placement policy based on bandwidth to space ratio ( bsr ),"asit dan , dinkar sitaram",international conference on management of data,1995,1878
workshop report on experiences using object data management in the real-world,akmal b. chaudhri,acm sigmod record,1998,1879
using versions in update transactions : application to integrity checking,"fran &#231; ois llirbat , eric simon , dimitri tombroff",very large data bases,1997,1880
the query optimizer in tandem s new serverware sql product,pedro celis,very large data bases,1996,1881
l/mrp : a buffer management strategy for interactive continuous data flows in a multimedia dbms,"frank moser , achim kraiss , wolfgang klas",very large data bases,1995,1882
foreword by the vldb 98 pc chairmen,"o. shmueli , j. widom",the vldb journal -- the international journal on very large data bases,2000,1883
mining surprising patterns using temporal description length,"soumen chakrabarti , sunita sarawagi , byron dom",very large data bases,1998,1884
supporting incremental join queries on ranked inputs,"apostol natsev , yuan-chi chang , john r. smith , chung-sheng li , jeffrey scott vitter",very large data bases,2001,1885
cache conscious indexing for decision-support in main memory,"jun rao , kenneth a. ross",very large data bases,1999,1886
algebraic change propagation for semijoin and outerjoin queries,"timothy griffin , bharat kumar",acm sigmod record,1998,1887
an ebxml infrastructure implementation through uddi registries and rosettanet pips,"asuman dogac , yusuf tambag , pinar pembecioglu , sait pektas , gokce laleci , gokhan kurt , serkan toprak , yildiray kabak",international conference on management of data,2002,1888
on-line reorganization of sparsely-populated b + - trees,"chendong zou , betty salzberg",international conference on management of data,1996,1889
datasplash,"chris olston , allison woodruff , alexander aiken , michael chu , vuk ercegovac , mark lin , mybrid spalding , michael stonebraker",international conference on management of data,1998,1890
ariadne : a system for constructing mediators for internet sources,"jos &#233; luis ambite , naveen ashish , greg barish , craig a. knoblock , steven minton , pragnesh j. modi , ion muslea , andrew philpot , sheila tejada",international conference on management of data,1998,1891
practical lessons in supporting large-scale computational science,"ron musick , terence critchlow",acm sigmod record,1999,1892
object fusion in mediator systems,"yannis papakonstantinou , serge abiteboul , hector garcia-molina",very large data bases,1996,1893
functional properties of information filtering,"rie sawai , masahiko tsukamoto , yin-huei loh , tsutomu terada , shojiro nishio",very large data bases,2001,1894
watchman : a data warehouse intelligent cache manager,"peter scheuermann , junho shim , radek vingralek",very large data bases,1996,1895
dlfm : a transactional resource manager,"hui-i hsiao , inderpal narang",international conference on management of data,2000,1896
asserting beliefs in mls relational models,"nenad a. jukic , susan v. vrbsky",acm sigmod record,1997,1897
distributed top-k monitoring,"brian babcock , chris olston",international conference on management of data,2003,1898
things every update replication customer should know ( abstract ),rob goldring,international conference on management of data,1995,1899
control : continuous output and navigation technology with refinement on-line,"ron avnur , joseph m. hellerstein , bruce lo , chris olston , bhaskaran raman , vijayshankar raman , tali roth , kirk wylie",international conference on management of data,1998,1900
efficient management of multiversion documents by object referencing,"shu-yao chien , vassilis j. tsotras , carlo zaniolo",very large data bases,2001,1901
eliminating costly redundant computations from sql trigger executions,"fran &#231; ois llirbat , fran &#231; oise fabret , eric simon",international conference on management of data,1997,1902
rethinking database system architecture : towards a self-tuning risc-style database system,"surajit chaudhuri , gerhard weikum",very large data bases,2000,1903
tavant system architecture for sell-side channel management,"srinivasa narayanan , subbu n. subramanian",very large data bases,2001,1904
"topaz : a cost-based , rule-driven , multi-phase parallelizer","clara nippl , bernhard mitschang",very large data bases,1998,1905
boat-optimistic decision tree construction,"johannes gehrke , venkatesh ganti , raghu ramakrishnan , wei-yin loh",international conference on management of data,1999,1906
contracting in the days of ebusiness,"w. h &#252; mmer , w. lehner , h. wedekind",acm sigmod record,2002,1907
birn-m : a semantic mediator for solving real-world neuroscience problems,"amarnath gupta , bertram lud &#228; scher , maryann e. martone",international conference on management of data,2003,1908
walrus : a similarity retrieval algorithm for image databases,"apostol natsev , rajeev rastogi , kyuseok shim",international conference on management of data,1999,1909
type classification of semi-structured documents,"markus tresch , neal palmer , allen luniewski",very large data bases,1995,1910
"counting , enumerating , and sampling of execution plans in a cost-based query optimizer","florian waas , c &#233; sar galindo-legaria",international conference on management of data,2000,1911
multiview access protocols for large-scale replication,"xiangning liu , abdelsalam helal , weimin du",acm transactions on database systems ( tods ),1998,1912
declarative specification of web sites with s,"mary fern &#225; ndez , daniela florescu , alon levy , dan suciu",the vldb journal -- the international journal on very large data bases,2000,1913
on schema matching with opaque column names and data values,"jaewoo kang , jeffrey f. naughton",international conference on management of data,2003,1914
"a response to r. camps  article domains , relations and religious wars",c. j. date,acm sigmod record,1996,1915
innovation in database management : computer science vs. engineering,kenneth r. jacobs,very large data bases,1997,1916
a framework for supporting data integration using the materialized and virtual approaches,"richard hull , gang zhou",international conference on management of data,1996,1917
a brief survey of web data extraction tools,"alberto h. f. laender , berthier a. ribeiro-neto , altigran s. da silva , juliana s. teixeira",acm sigmod record,2002,1918
a novel index supporting high volume data warehouse insertion,"chris jermaine , anindya datta , edward omiecinski",very large data bases,1999,1919
reconciling schemas of disparate data sources : a machine-learning approach,"anhai doan , pedro domingos , alon y. halevy",international conference on management of data,2001,1920
fast-start : quick fault recovery in oracle,"tirthankar lahiri , amit ganesh , ron weiss , ashok joshi",international conference on management of data,2001,1921
operating system extensions for the teradata parallel vldb,"john catozzi , sorana rabinovici",very large data bases,2001,1922
access path support for referential integrity in sql2,"theo h &#228; rder , joachim reinert",the vldb journal -- the international journal on very large data bases,1996,1923
edgar f. codd : a tribute and personal memoir,c. j. date,acm sigmod record,2003,1924
heraclitus : elevating deltas to be first-class citizens in a database programming language,"shahram ghandeharizadeh , richard hull , dean jacobs",acm transactions on database systems ( tods ),1996,1925
balancing push and pull for data broadcast,"swarup acharya , michael franklin , stanley zdonik",international conference on management of data,1997,1926
editorial : charter and scope,won kim,acm transactions on database systems ( tods ),1995,1927
gte superpages : using ir techniques for searching complex objects,"steven d. whitehead , himanshu sinha , michael murphy",very large data bases,1997,1928
on database theory and xml,dan suciu,acm sigmod record,2001,1929
a model for compound type changes encountered in schema evolution,barbara staudt lerner,acm transactions on database systems ( tods ),2000,1930
from data independence to knowledge independence : an on-going story,laurent vieille,very large data bases,1998,1931
author index,,very large data bases,2000,1932
